technology [nm],latency [ns],datawidth,n_inputs,num_pipeline_stages,toggling activity [%],action,energy [fJ],area [um^2]
45,10,37,2,0,92,add,138.205,0
45,10,37,2,0,95,add,141.53,0
45,10,37,2,0,97,add,144.854,0
45,10,37,2,0,100,add,148.183,0
45,10,38,2,0,3,add,29.636,0
45,10,38,2,0,5,add,32.6911,0
45,10,38,2,0,8,add,35.9487,0
45,10,38,2,0,11,add,39.3761,0
45,10,38,2,0,13,add,42.7277,0
45,10,38,2,0,16,add,45.9897,0
45,10,38,2,0,18,add,49.3058,0
45,10,38,2,0,21,add,52.6805,0
45,10,38,2,0,24,add,56.0065,0
45,10,38,2,0,26,add,59.2978,0
45,10,38,2,0,29,add,62.6312,0
45,10,38,2,0,32,add,65.9849,0
45,10,38,2,0,34,add,69.3042,0
45,10,38,2,0,37,add,72.6058,0
45,10,38,2,0,39,add,75.9494,0
45,10,38,2,0,42,add,79.2893,0
45,10,38,2,0,45,add,82.6083,0
45,10,38,2,0,47,add,85.914,0
45,10,38,2,0,50,add,89.2549,0
45,10,38,2,0,53,add,92.5937,0
45,10,38,2,0,55,add,95.9095,0
45,10,38,2,0,58,add,99.2247,0
45,10,38,2,0,61,add,102.563,0
45,10,38,2,0,63,add,105.898,0
45,10,38,2,0,66,add,109.232,0
45,10,38,2,0,68,add,112.539,0
45,10,38,2,0,71,add,115.878,0
45,10,38,2,0,74,add,119.202,0
45,10,38,2,0,76,add,122.519,0
45,10,38,2,0,79,add,125.843,0
45,10,38,2,0,82,add,129.178,0
45,10,38,2,0,84,add,132.507,0
45,10,38,2,0,87,add,135.826,0
45,10,38,2,0,89,add,139.154,0
45,10,38,2,0,92,add,142.486,0
45,10,38,2,0,95,add,145.811,0
45,10,38,2,0,97,add,149.135,0
45,10,38,2,0,100,add,152.464,0
45,10,39,2,0,3,add,30.5164,0
45,10,39,2,0,5,add,33.5696,0
45,10,39,2,0,8,add,36.8119,0
45,10,39,2,0,10,add,40.2343,0
45,10,39,2,0,13,add,43.6016,0
45,10,39,2,0,15,add,46.873,0
45,10,39,2,0,18,add,50.1704,0
45,10,39,2,0,21,add,53.5411,0
45,10,39,2,0,23,add,56.8835,0
45,10,39,2,0,26,add,60.1769,0
45,10,39,2,0,28,add,63.4959,0
45,10,39,2,0,31,add,66.8515,0
45,10,39,2,0,33,add,70.1822,0
45,10,39,2,0,36,add,73.4862,0
45,10,39,2,0,38,add,76.8008,0
45,10,39,2,0,41,add,80.1553,0
45,10,39,2,0,44,add,83.4823,0
45,10,39,2,0,46,add,86.7985,0
45,10,39,2,0,49,add,90.1194,0
45,10,39,2,0,51,add,93.4605,0
45,10,39,2,0,54,add,96.7846,0
45,10,39,2,0,56,add,100.102,0
45,10,39,2,0,59,add,103.428,0
45,10,39,2,0,62,add,106.77,0
45,10,39,2,0,64,add,110.084,0
45,10,39,2,0,67,add,113.457,0
45,10,39,2,0,69,add,116.732,0
45,10,39,2,0,72,add,120.073,0
45,10,39,2,0,74,add,123.398,0
45,10,39,2,0,77,add,126.723,0
45,10,39,2,0,79,add,130.054,0
45,10,39,2,0,82,add,133.38,0
45,10,39,2,0,85,add,136.701,0
45,10,39,2,0,87,add,140.026,0
45,10,39,2,0,90,add,143.353,0
45,10,39,2,0,92,add,146.686,0
45,10,39,2,0,95,add,150.008,0
45,10,39,2,0,97,add,153.333,0
45,10,39,2,0,100,add,156.662,0
45,10,40,2,0,2,add,31.1499,0
45,10,40,2,0,5,add,34.2045,0
45,10,40,2,0,8,add,37.4307,0
45,10,40,2,0,10,add,40.8417,0
45,10,40,2,0,12,add,44.2238,0
45,10,40,2,0,15,add,47.4983,0
45,10,40,2,0,18,add,50.7833,0
45,10,40,2,0,20,add,54.147,0
45,10,40,2,0,22,add,57.5076,0
45,10,40,2,0,25,add,60.8044,0
45,10,40,2,0,28,add,64.1031,0
45,10,40,2,0,30,add,67.4546,0
45,10,40,2,0,32,add,70.801,0
45,10,40,2,0,35,add,74.1123,0
45,10,40,2,0,38,add,77.4211,0
45,10,40,2,0,40,add,80.7842,0
45,10,40,2,0,42,add,84.1048,0
45,10,40,2,0,45,add,87.4184,0
45,10,40,2,0,48,add,90.7273,0
45,10,40,2,0,50,add,94.0706,0
45,10,40,2,0,52,add,97.4094,0
45,10,40,2,0,55,add,100.724,0
45,10,40,2,0,58,add,104.045,0
45,10,40,2,0,60,add,107.376,0
45,10,40,2,0,62,add,110.714,0
45,10,40,2,0,65,add,114.029,0
45,10,40,2,0,68,add,117.376,0
45,10,40,2,0,70,add,120.683,0
45,10,40,2,0,72,add,124.015,0
45,10,40,2,0,75,add,127.338,0
45,10,40,2,0,78,add,130.662,0
45,10,40,2,0,80,add,134.012,0
45,10,40,2,0,82,add,137.322,0
45,10,40,2,0,85,add,140.644,0
45,10,40,2,0,88,add,143.969,0
45,10,40,2,0,90,add,147.296,0
45,10,40,2,0,92,add,150.628,0
45,10,40,2,0,95,add,153.949,0
45,10,40,2,0,98,add,157.275,0
45,10,40,2,0,100,add,160.604,0
45,10,41,2,0,2,add,31.6425,0
45,10,41,2,0,5,add,34.6982,0
45,10,41,2,0,7,add,37.9118,0
45,10,41,2,0,10,add,41.3178,0
45,10,41,2,0,12,add,44.7123,0
45,10,41,2,0,15,add,47.9955,0
45,10,41,2,0,17,add,51.2724,0
45,10,41,2,0,20,add,54.6244,0
45,10,41,2,0,22,add,57.9967,0
45,10,41,2,0,24,add,61.301,0
45,10,41,2,0,27,add,64.598,0
45,10,41,2,0,29,add,67.9322,0
45,10,41,2,0,32,add,71.2897,0
45,10,41,2,0,34,add,74.6064,0
45,10,41,2,0,37,add,77.9114,0
45,10,41,2,0,39,add,81.2431,0
45,10,41,2,0,41,add,84.5861,0
45,10,41,2,0,44,add,87.9143,0
45,10,41,2,0,46,add,91.2276,0
45,10,41,2,0,49,add,94.5518,0
45,10,41,2,0,51,add,97.8966,0
45,10,41,2,0,54,add,101.22,0
45,10,41,2,0,56,add,104.537,0
45,10,41,2,0,59,add,107.861,0
45,10,41,2,0,61,add,111.195,0
45,10,41,2,0,63,add,114.526,0
45,10,41,2,0,66,add,117.871,0
45,10,41,2,0,68,add,121.168,0
45,10,41,2,0,71,add,124.511,0
45,10,41,2,0,73,add,127.831,0
45,10,41,2,0,76,add,131.153,0
45,10,41,2,0,78,add,134.479,0
45,10,41,2,0,80,add,137.82,0
45,10,41,2,0,83,add,141.136,0
45,10,41,2,0,85,add,144.468,0
45,10,41,2,0,88,add,147.784,0
45,10,41,2,0,90,add,151.116,0
45,10,41,2,0,93,add,154.443,0
45,10,41,2,0,95,add,157.767,0
45,10,41,2,0,98,add,161.093,0
45,10,41,2,0,100,add,164.422,0
45,10,42,2,0,2,add,32.1378,0
45,10,42,2,0,5,add,35.1941,0
45,10,42,2,0,7,add,38.3946,0
45,10,42,2,0,10,add,41.7927,0
45,10,42,2,0,12,add,45.2019,0
45,10,42,2,0,14,add,48.4946,0
45,10,42,2,0,17,add,51.7582,0
45,10,42,2,0,19,add,55.0988,0
45,10,42,2,0,21,add,58.4714,0
45,10,42,2,0,24,add,61.7945,0
45,10,42,2,0,26,add,65.0846,0
45,10,42,2,0,29,add,68.4223,0
45,10,42,2,0,31,add,71.7685,0
45,10,42,2,0,33,add,75.0996,0
45,10,42,2,0,36,add,78.3986,0
45,10,42,2,0,38,add,81.7162,0
45,10,42,2,0,40,add,85.0745,0
45,10,42,2,0,43,add,88.4021,0
45,10,42,2,0,45,add,91.7107,0
45,10,42,2,0,48,add,95.0255,0
45,10,42,2,0,50,add,98.3673,0
45,10,42,2,0,52,add,101.709,0
45,10,42,2,0,55,add,105.025,0
45,10,42,2,0,57,add,108.351,0
45,10,42,2,0,60,add,111.673,0
45,10,42,2,0,62,add,115.012,0
45,10,42,2,0,64,add,118.323,0
45,10,42,2,0,67,add,121.705,0
45,10,42,2,0,69,add,124.969,0
45,10,42,2,0,71,add,128.313,0
45,10,42,2,0,74,add,131.638,0
45,10,42,2,0,76,add,134.955,0
45,10,42,2,0,79,add,138.278,0
45,10,42,2,0,81,add,141.617,0
45,10,42,2,0,83,add,144.938,0
45,10,42,2,0,86,add,148.276,0
45,10,42,2,0,88,add,151.588,0
45,10,42,2,0,90,add,154.92,0
45,10,42,2,0,93,add,158.244,0
45,10,42,2,0,95,add,161.569,0
45,10,42,2,0,98,add,164.896,0
45,10,42,2,0,100,add,168.224,0
45,10,43,2,0,2,add,32.9601,0
45,10,43,2,0,5,add,36.0164,0
45,10,43,2,0,7,add,39.2033,0
45,10,43,2,0,9,add,42.5905,0
45,10,43,2,0,12,add,46.0085,0
45,10,43,2,0,14,add,49.3124,0
45,10,43,2,0,16,add,52.5746,0
45,10,43,2,0,19,add,55.8999,0
45,10,43,2,0,21,add,59.2796,0
45,10,43,2,0,23,add,62.6084,0
45,10,43,2,0,26,add,65.8989,0
45,10,43,2,0,28,add,69.2125,0
45,10,43,2,0,30,add,72.5663,0
45,10,43,2,0,33,add,75.908,0
45,10,43,2,0,35,add,79.2175,0
45,10,43,2,0,37,add,82.5265,0
45,10,43,2,0,40,add,85.8778,0
45,10,43,2,0,42,add,89.2108,0
45,10,43,2,0,44,add,92.5339,0
45,10,43,2,0,47,add,95.8396,0
45,10,43,2,0,49,add,99.1685,0
45,10,43,2,0,51,add,102.511,0
45,10,43,2,0,53,add,105.841,0
45,10,43,2,0,56,add,109.152,0
45,10,43,2,0,58,add,112.469,0
45,10,43,2,0,60,add,115.807,0
45,10,43,2,0,63,add,119.148,0
45,10,43,2,0,65,add,122.468,0
45,10,43,2,0,67,add,125.804,0
45,10,43,2,0,70,add,129.111,0
45,10,43,2,0,72,add,132.44,0
45,10,43,2,0,74,add,135.768,0
45,10,43,2,0,77,add,139.09,0
45,10,43,2,0,79,add,142.418,0
45,10,43,2,0,81,add,145.745,0
45,10,43,2,0,84,add,149.076,0
45,10,43,2,0,86,add,152.406,0
45,10,43,2,0,88,add,155.722,0
45,10,43,2,0,91,add,159.055,0
45,10,43,2,0,93,add,162.379,0
45,10,43,2,0,95,add,165.702,0
45,10,43,2,0,98,add,169.028,0
45,10,43,2,0,100,add,172.357,0
45,10,44,2,0,2,add,33.7876,0
45,10,44,2,0,5,add,36.8436,0
45,10,44,2,0,7,add,40.0145,0
45,10,44,2,0,9,add,43.3903,0
45,10,44,2,0,11,add,46.8165,0
45,10,44,2,0,14,add,50.1369,0
45,10,44,2,0,16,add,53.3917,0
45,10,44,2,0,18,add,56.7129,0
45,10,44,2,0,20,add,60.0776,0
45,10,44,2,0,23,add,63.4277,0
45,10,44,2,0,25,add,66.7213,0
45,10,44,2,0,27,add,70.0212,0
45,10,44,2,0,30,add,73.3656,0
45,10,44,2,0,32,add,76.7237,0
45,10,44,2,0,34,add,80.04,0
45,10,44,2,0,36,add,83.3485,0
45,10,44,2,0,39,add,86.6663,0
45,10,44,2,0,41,add,90.0206,0
45,10,44,2,0,43,add,93.3485,0
45,10,44,2,0,45,add,96.6562,0
45,10,44,2,0,48,add,99.9744,0
45,10,44,2,0,50,add,103.316,0
45,10,44,2,0,52,add,106.658,0
45,10,44,2,0,55,add,109.979,0
45,10,44,2,0,57,add,113.299,0
45,10,44,2,0,59,add,116.623,0
45,10,44,2,0,61,add,119.956,0
45,10,44,2,0,64,add,123.277,0
45,10,44,2,0,66,add,126.632,0
45,10,44,2,0,68,add,129.926,0
45,10,44,2,0,70,add,133.262,0
45,10,44,2,0,73,add,136.589,0
45,10,44,2,0,75,add,139.908,0
45,10,44,2,0,77,add,143.239,0
45,10,44,2,0,80,add,146.575,0
45,10,44,2,0,82,add,149.889,0
45,10,44,2,0,84,add,153.223,0
45,10,44,2,0,86,add,156.545,0
45,10,44,2,0,89,add,159.872,0
45,10,44,2,0,91,add,163.202,0
45,10,44,2,0,93,add,166.525,0
45,10,44,2,0,95,add,169.847,0
45,10,44,2,0,98,add,173.173,0
45,10,44,2,0,100,add,176.502,0
45,10,45,2,0,2,add,34.5513,0
45,10,45,2,0,4,add,37.6074,0
45,10,45,2,0,7,add,40.7617,0
45,10,45,2,0,9,add,44.1268,0
45,10,45,2,0,11,add,47.5592,0
45,10,45,2,0,13,add,50.8931,0
45,10,45,2,0,16,add,54.1493,0
45,10,45,2,0,18,add,57.4466,0
45,10,45,2,0,20,add,60.8147,0
45,10,45,2,0,22,add,64.182,0
45,10,45,2,0,24,add,67.4794,0
45,10,45,2,0,27,add,70.7737,0
45,10,45,2,0,29,add,74.1153,0
45,10,45,2,0,31,add,77.4624,0
45,10,45,2,0,33,add,80.7941,0
45,10,45,2,0,36,add,84.0924,0
45,10,45,2,0,38,add,87.409,0
45,10,45,2,0,40,add,90.7789,0
45,10,45,2,0,42,add,94.0969,0
45,10,45,2,0,44,add,97.4207,0
45,10,45,2,0,47,add,100.721,0
45,10,45,2,0,49,add,104.051,0
45,10,45,2,0,51,add,107.394,0
45,10,45,2,0,53,add,110.723,0
45,10,45,2,0,56,add,114.039,0
45,10,45,2,0,58,add,117.356,0
45,10,45,2,0,60,add,120.69,0
45,10,45,2,0,62,add,124.03,0
45,10,45,2,0,64,add,127.34,0
45,10,45,2,0,67,add,130.721,0
45,10,45,2,0,69,add,133.982,0
45,10,45,2,0,71,add,137.332,0
45,10,45,2,0,73,add,140.654,0
45,10,45,2,0,76,add,143.971,0
45,10,45,2,0,78,add,147.3,0
45,10,45,2,0,80,add,150.656,0
45,10,45,2,0,82,add,153.96,0
45,10,45,2,0,84,add,157.281,0
45,10,45,2,0,87,add,160.603,0
45,10,45,2,0,89,add,163.94,0
45,10,45,2,0,91,add,167.265,0
45,10,45,2,0,93,add,170.59,0
45,10,45,2,0,96,add,173.91,0
45,10,45,2,0,98,add,177.236,0
45,10,45,2,0,100,add,180.565,0
45,10,46,2,0,2,add,34.9855,0
45,10,46,2,0,4,add,38.0437,0
45,10,46,2,0,7,add,41.1897,0
45,10,46,2,0,9,add,44.5426,0
45,10,46,2,0,11,add,47.9756,0
45,10,46,2,0,13,add,51.3212,0
45,10,46,2,0,15,add,54.585,0
45,10,46,2,0,17,add,57.8741,0
45,10,46,2,0,20,add,61.2329,0
45,10,46,2,0,22,add,64.599,0
45,10,46,2,0,24,add,67.9147,0
45,10,46,2,0,26,add,71.201,0
45,10,46,2,0,28,add,74.5319,0
45,10,46,2,0,30,add,77.8806,0
45,10,46,2,0,33,add,81.2205,0
45,10,46,2,0,35,add,84.5289,0
45,10,46,2,0,37,add,87.8343,0
45,10,46,2,0,39,add,91.1738,0
45,10,46,2,0,41,add,94.5162,0
45,10,46,2,0,43,add,97.8417,0
45,10,46,2,0,46,add,101.156,0
45,10,46,2,0,48,add,104.469,0
45,10,46,2,0,50,add,107.812,0
45,10,46,2,0,52,add,111.153,0
45,10,46,2,0,54,add,114.472,0
45,10,46,2,0,57,add,117.788,0
45,10,46,2,0,59,add,121.119,0
45,10,46,2,0,61,add,124.446,0
45,10,46,2,0,63,add,127.786,0
45,10,46,2,0,65,add,131.11,0
45,10,46,2,0,67,add,134.449,0
45,10,46,2,0,70,add,137.744,0
45,10,46,2,0,72,add,141.081,0
45,10,46,2,0,74,add,144.41,0
45,10,46,2,0,76,add,147.725,0
45,10,46,2,0,78,add,151.05,0
45,10,46,2,0,80,add,154.403,0
45,10,46,2,0,83,add,157.713,0
45,10,46,2,0,85,add,161.035,0
45,10,46,2,0,87,add,164.359,0
45,10,46,2,0,89,add,167.694,0
45,10,46,2,0,91,add,171.02,0
45,10,46,2,0,93,add,174.346,0
45,10,46,2,0,96,add,177.667,0
45,10,46,2,0,98,add,180.993,0
45,10,46,2,0,100,add,184.322,0
45,10,47,2,0,2,add,35.6103,0
45,10,47,2,0,4,add,38.6672,0
45,10,47,2,0,6,add,41.804,0
45,10,47,2,0,9,add,45.1474,0
45,10,47,2,0,11,add,48.5846,0
45,10,47,2,0,13,add,51.9383,0
45,10,47,2,0,15,add,55.2104,0
45,10,47,2,0,17,add,58.4891,0
45,10,47,2,0,19,add,61.8342,0
45,10,47,2,0,21,add,65.2111,0
45,10,47,2,0,23,add,68.541,0
45,10,47,2,0,26,add,71.8243,0
45,10,47,2,0,28,add,75.1305,0
45,10,47,2,0,30,add,78.4825,0
45,10,47,2,0,32,add,81.8348,0
45,10,47,2,0,34,add,85.1508,0
45,10,47,2,0,36,add,88.4555,0
45,10,47,2,0,38,add,91.7715,0
45,10,47,2,0,40,add,95.1417,0
45,10,47,2,0,43,add,98.4642,0
45,10,47,2,0,45,add,101.781,0
45,10,47,2,0,47,add,105.089,0
45,10,47,2,0,49,add,108.418,0
45,10,47,2,0,51,add,111.759,0
45,10,47,2,0,53,add,115.093,0
45,10,47,2,0,55,add,118.406,0
45,10,47,2,0,57,add,121.733,0
45,10,47,2,0,60,add,125.059,0
45,10,47,2,0,62,add,128.397,0
45,10,47,2,0,64,add,131.709,0
45,10,47,2,0,66,add,135.075,0
45,10,47,2,0,68,add,138.359,0
45,10,47,2,0,70,add,141.694,0
45,10,47,2,0,72,add,145.017,0
45,10,47,2,0,74,add,148.346,0
45,10,47,2,0,77,add,151.666,0
45,10,47,2,0,79,add,154.987,0
45,10,47,2,0,81,add,158.331,0
45,10,47,2,0,83,add,161.651,0
45,10,47,2,0,85,add,164.972,0
45,10,47,2,0,87,add,168.299,0
45,10,47,2,0,89,add,171.626,0
45,10,47,2,0,91,add,174.956,0
45,10,47,2,0,94,add,178.281,0
45,10,47,2,0,96,add,181.604,0
45,10,47,2,0,98,add,184.93,0
45,10,47,2,0,100,add,188.259,0
45,10,48,2,0,2,add,36.2367,0
45,10,48,2,0,4,add,39.2963,0
45,10,48,2,0,6,add,42.4191,0
45,10,48,2,0,8,add,45.7551,0
45,10,48,2,0,10,add,49.1915,0
45,10,48,2,0,12,add,52.5597,0
45,10,48,2,0,15,add,55.837,0
45,10,48,2,0,17,add,59.1062,0
45,10,48,2,0,19,add,62.4415,0
45,10,48,2,0,21,add,65.8208,0
45,10,48,2,0,23,add,69.1558,0
45,10,48,2,0,25,add,72.4506,0
45,10,48,2,0,27,add,75.7488,0
45,10,48,2,0,29,add,79.0952,0
45,10,48,2,0,31,add,82.443,0
45,10,48,2,0,33,add,85.7769,0
45,10,48,2,0,35,add,89.0811,0
45,10,48,2,0,38,add,92.3933,0
45,10,48,2,0,40,add,95.7469,0
45,10,48,2,0,42,add,99.0729,0
45,10,48,2,0,44,add,102.397,0
45,10,48,2,0,46,add,105.71,0
45,10,48,2,0,48,add,109.023,0
45,10,48,2,0,50,add,112.367,0
45,10,48,2,0,52,add,115.707,0
45,10,48,2,0,54,add,119.028,0
45,10,48,2,0,56,add,122.339,0
45,10,48,2,0,58,add,125.664,0
45,10,48,2,0,60,add,129,0
45,10,48,2,0,63,add,132.344,0
45,10,48,2,0,65,add,135.65,0
45,10,48,2,0,67,add,139.043,0
45,10,48,2,0,69,add,142.285,0
45,10,48,2,0,71,add,145.641,0
45,10,48,2,0,73,add,148.96,0
45,10,48,2,0,75,add,152.282,0
45,10,48,2,0,77,add,155.609,0
45,10,48,2,0,79,add,158.936,0
45,10,48,2,0,81,add,162.263,0
45,10,48,2,0,83,add,165.587,0
45,10,48,2,0,85,add,168.92,0
45,10,48,2,0,88,add,172.242,0
45,10,48,2,0,90,add,175.565,0
45,10,48,2,0,92,add,178.895,0
45,10,48,2,0,94,add,182.22,0
45,10,48,2,0,96,add,185.545,0
45,10,48,2,0,98,add,188.871,0
45,10,48,2,0,100,add,192.2,0
45,10,49,2,0,2,add,36.8768,0
45,10,49,2,0,4,add,39.935,0
45,10,49,2,0,6,add,43.0482,0
45,10,49,2,0,8,add,46.3708,0
45,10,49,2,0,10,add,49.8038,0
45,10,49,2,0,12,add,53.186,0
45,10,49,2,0,14,add,56.4759,0
45,10,49,2,0,16,add,59.7379,0
45,10,49,2,0,18,add,63.0654,0
45,10,49,2,0,20,add,66.4379,0
45,10,49,2,0,22,add,69.7941,0
45,10,49,2,0,24,add,73.091,0
45,10,49,2,0,27,add,76.384,0
45,10,49,2,0,29,add,79.7223,0
45,10,49,2,0,31,add,83.0738,0
45,10,49,2,0,33,add,86.4087,0
45,10,49,2,0,35,add,89.7143,0
45,10,49,2,0,37,add,93.0211,0
45,10,49,2,0,39,add,96.3481,0
45,10,49,2,0,41,add,99.7107,0
45,10,49,2,0,43,add,103.04,0
45,10,49,2,0,45,add,106.349,0
45,10,49,2,0,47,add,109.664,0
45,10,49,2,0,49,add,112.995,0
45,10,49,2,0,51,add,116.335,0
45,10,49,2,0,53,add,119.666,0
45,10,49,2,0,55,add,122.982,0
45,10,49,2,0,57,add,126.312,0
45,10,49,2,0,59,add,129.64,0
45,10,49,2,0,61,add,132.969,0
45,10,49,2,0,63,add,136.302,0
45,10,49,2,0,65,add,139.635,0
45,10,49,2,0,67,add,142.973,0
45,10,49,2,0,69,add,146.257,0
45,10,49,2,0,71,add,149.608,0
45,10,49,2,0,73,add,152.93,0
45,10,49,2,0,76,add,156.248,0
